Identyfikator publiczny,Nazwa,Rodzaj obiektu,Opis ogolny,Gmina,Powiat,Wojewodztwo,Szerokosc geograficzna,Dlugosc geograficzna,Adres,Dostepnosc
OZO-D871D790F9FF,Miejsce ochronne,Obiekt ochrony ludności,,Brzeg,pow. brzeski,opolskie,50.851792265546194,17.466911254484227,"ul. Maja 1 7, Brzeg",Określone godziny
OZO-E7C7C0199E87,Miejsce ochronne,Obiekt ochrony ludności,,Zawidów,pow. zgorzelecki,dolnośląskie,51.0256534113179,15.0610096869331,"ul. Mikołaja Kopernika 2a, Zawidów",Na żądanie
OZO-326F5945F36F,Miejsce ochronne,Obiekt ochrony ludności,,Złotoryja,pow. złotoryjski,dolnośląskie,51.08356727,15.94332008,"ul. Paderewskiego Ignacego 4, Wilków-Osiedle",Na żądanie
OZO-41D661B8985C,Miejsce ochronne,Obiekt ochrony ludności,,Brzeźnica,pow. żagański,lubuskie,51.7005227120514,15.4770095071842,"ul. Przemysłowa 10, Chotków",Na żądanie
OZO-E2EBCFDD9AFF,Miejsce ochronne,Obiekt ochrony ludności,,Kamieniec Ząbkowicki,pow. ząbkowicki,dolnośląskie,50.52429504706348,16.88340297555102,"ul. XXX Lecia 34, Kamieniec Ząbkowicki",Na żądanie
OZO-A49D792DD298,Miejsce ochronne,Obiekt ochrony ludności,,Świerzawa,pow. złotoryjski,dolnośląskie,51.01673456,15.89049964,"ul. Złotoryjska 21b, Świerzawa",Całodobowa
OZO-4A307E4A39BC,Miejsce ochronne,Obiekt ochrony ludności,,Kamieniec Ząbkowicki,pow. ząbkowicki,dolnośląskie,50.5245452215088,16.883943996253,"ul. XXX Lecia 38, Kamieniec Ząbkowicki",Na żądanie
OZO-D16972C106AE,Miejsce ochronne,Obiekt ochrony ludności,,Węgliniec,pow. zgorzelecki,dolnośląskie,51.2518825338035,15.2168080188413,"ul. Kolejowa 22, Czerwona Woda",Na żądanie
OZO-D27155D16C1D,Miejsce ochronne,Obiekt ochrony ludności,,Zawidów,pow. zgorzelecki,dolnośląskie,51.0270747221201,15.0634487788489,"ul. Nadleśna 4, Zawidów",Na żądanie
OZO-82FE2E43EA4E,Miejsce ochronne,Obiekt ochrony ludności,,Nowa Ruda,pow. kłodzki,dolnośląskie,50.59064387,16.51317929,"ul. Obozowa 8, Nowa Ruda",Na żądanie
OZO-C912DCD2E753,Miejsce ochronne,Obiekt ochrony ludności,,Karpacz,pow. karkonoski,dolnośląskie,50.77276499008638,15.731300711631777,"ul. Karkonoska 13, Karpacz",Na żądanie
OZO-66A845F57398,Miejsce ochronne,Obiekt ochrony ludności,,Brody,pow. żarski,lubuskie,51.7888513620691,14.7733769207789,"ul. Traugutta 13, Brody",Na żądanie
OZO-AE2C005A6A17,Miejsce ochronne,Obiekt ochrony ludności,,Ścinawa,pow. lubiński,dolnośląskie,51.4101038040057,16.4347518527861,"ul. Sportowa 12, Ścinawa",Całodobowa
OZO-758CB6D1B3C6,Miejsce ochronne,Obiekt ochrony ludności,,Otyń,pow. nowosolski,lubuskie,51.84403716488348,15.712069272994997,"ul. Bolesława Chrobrego 17, Otyń",Na żądanie
OZO-9A43BA2C7288,Miejsce ochronne,Obiekt ochrony ludności,,Szprotawa,pow. żagański,lubuskie,51.65317762,15.64401712,"79, Długie",Określone godziny
OZO-030EC013BE79,Miejsce ochronne,Obiekt ochrony ludności,,Oława,pow. oławski,dolnośląskie,50.9323142784241,17.2974194866144,"ul. Spacerowa 10, Oława",Na żądanie
OZO-BB29665C6B86,Miejsce ochronne,Obiekt ochrony ludności,,Oława,pow. oławski,dolnośląskie,50.94550817648815,17.2957597459083,"ul. Maja 3 1, Oława",Określone godziny
OZO-298223E6B9EB,Miejsce ochronne,Obiekt ochrony ludności,,Chojnów,pow. legnicki,dolnośląskie,51.26857,15.93960587,"ul. Kilińskiego Jana 23, Chojnów",Określone godziny
OZO-0993FBBAC3CB,Miejsce ochronne,Obiekt ochrony ludności,,Wołów,pow. wołowski,dolnośląskie,51.32746416531463,16.631787215217056,"ul. Tadeusza Kościuszki 17G, Wołów",Na żądanie
OZO-1604EEABD341,Miejsce ochronne,Obiekt ochrony ludności,,Ścinawa,pow. lubiński,dolnośląskie,51.4142334717997,16.4298107195646,"ul. Władysława Jagiełły 19, Ścinawa",Całodobowa
OZO-2BBCAE6CBB49,Miejsce ochronne,Obiekt ochrony ludności,,Gostyń,pow. gostyński,wielkopolskie,51.844159788637704,16.98928087949753,"12B, Czachorowo",Na żądanie
OZO-F120E27AC7C7,Miejsce ochronne,Obiekt ochrony ludności,,Żary,pow. żarski,lubuskie,51.64234299700274,15.159023255109789,"ul. Bohaterów Getta 47, Żary",Na żądanie
OZO-C276E3135BD5,Miejsce ochronne,Obiekt ochrony ludności,,Środa Śląska,pow. średzki,dolnośląskie,51.16291,16.59275288,"ul. Świdnicka 18, Środa Śląska",Na żądanie
OZO-F6FA1E3AC5B2,Miejsce ochronne,Obiekt ochrony ludności,,Wądroże Wielkie,pow. jaworski,dolnośląskie,51.08998674803723,16.419880817244312,"86, Budziszów Wielki",Całodobowa
OZO-5E06A6A1708D,Miejsce ochronne,Obiekt ochrony ludności,,Nowa Ruda,pow. kłodzki,dolnośląskie,50.60312616324948,16.50400212425754,"ul. Stara Droga 39, Nowa Ruda",Na żądanie
OZO-5B8645C641A3,Miejsce ochronne,Obiekt ochrony ludności,,Nysa,pow. nyski,opolskie,50.47260388336945,17.331587076187137,"ul. Świętego Piotra 1, Nysa",Na żądanie
OZO-B357CC78EB24,Miejsce ochronne,Obiekt ochrony ludności,,Zielona Góra,Zielona Góra,lubuskie,51.93608482273719,15.553326755762102,"ul. Osiedle Pomorskie 19, Zielona Góra",Na żądanie
OZO-D7B593235CFB,Miejsce ochronne,Obiekt ochrony ludności,,Zielona Góra,Zielona Góra,lubuskie,51.93412846537704,15.553460866212847,"ul. Osiedle Pomorskie 27, Zielona Góra",Na żądanie
OZO-71DDDE04CC99,Miejsce ochronne,Obiekt ochrony ludności,,Rawicz,pow. rawicki,wielkopolskie,51.6124220509996,16.8633585371214,"ul. Wały Jarosława Dąbrowskiego 29d, Rawicz",Całodobowa
OZO-F5057806DF99,Miejsce ochronne,Obiekt ochrony ludności,,Brzeg Dolny,pow. wołowski,dolnośląskie,51.329012788949136,16.774053467991614,"54A, Godzięcin",Na żądanie
OZO-EF0E23368D38,Miejsce ochronne,Obiekt ochrony ludności,,Świerzawa,pow. złotoryjski,dolnośląskie,51.01667332,15.89000433,"ul. Złotoryjska 21c, Świerzawa",Całodobowa
OZO-E9B761B61BF2,Miejsce ochronne,Obiekt ochrony ludności,,Wrocław,Wrocław,dolnośląskie,51.0559343366469,17.0094603741063,"ul. gen. Stanisława Maczka 29, Wrocław",Na żądanie
OZO-A060999A0CC8,Miejsce ochronne,Obiekt ochrony ludności,,Wrocław,Wrocław,dolnośląskie,51.08070663454928,16.965261482535375,"ul.Ludwika Solskiego 13, Wrocław",Na żądanie
OZO-02F3E787AA32,Miejsce ochronne,Obiekt ochrony ludności,,Wrocław,Wrocław,dolnośląskie,51.07156780897784,17.092486873272005,"ul. Siemianowicka 7, Wrocław",Na żądanie
OZO-BA800A3C174A,Miejsce ochronne,Obiekt ochrony ludności,,Kondratowice,pow. strzeliński,dolnośląskie,50.77074999,16.93343407,"ul. Długa 16, Kondratowice",Na żądanie
OZO-7BDEC50B12C3,Miejsce ochronne,Obiekt ochrony ludności,,Kondratowice,pow. strzeliński,dolnośląskie,50.7739283858301,16.9359949230291,"ul. Słowiańska 10, Kondratowice",Na żądanie
OZO-D11E0C990A71,Miejsce ochronne,Obiekt ochrony ludności,,Oława,pow. oławski,dolnośląskie,50.942402845966,17.2952399032677,"ul. Rynek 3, Oława",Na żądanie
OZO-D2315EFD0BCD,Miejsce ochronne,Obiekt ochrony ludności,,Przeworno,pow. strzeliński,dolnośląskie,50.6884715169001,17.1632018639508,"ul. Szkolna 8A, Przeworno",Na żądanie
OZO-28BF304A5679,Miejsce ochronne,Obiekt ochrony ludności,,Przeworno,pow. strzeliński,dolnośląskie,50.6888595544775,17.161584158529,"ul. Szkolna 16B, Przeworno",Na żądanie
OZO-6A9E5BE6EFFD,Miejsce ochronne,Obiekt ochrony ludności,,Kudowa-Zdrój,pow. kłodzki,dolnośląskie,50.43927668968046,16.23883903026581,"ul. Zesłańców Sybiru 1, Kudowa-Zdrój",Na żądanie
OZO-A8A7480C70C9,Miejsce ochronne,Obiekt ochrony ludności,,Wrocław,Wrocław,dolnośląskie,51.0566449360403,17.0067588162854,"ul. Ołtaszyńska 120, Wrocław",Na żądanie
OZO-0482882D13A7,Miejsce ochronne,Obiekt ochrony ludności,,Przeworno,pow. strzeliński,dolnośląskie,50.732326540409815,17.156102213885998,"ul. Ogrodowa 1, Jegłowa",Na żądanie
OZO-00A47EC8461B,Miejsce ochronne,Obiekt ochrony ludności,,Strzelin,pow. strzeliński,dolnośląskie,50.83526916,17.08554204,"ul. Parkowa 3, Pławna",Na żądanie
OZO-CA46D7B27E21,Miejsce ochronne,Obiekt ochrony ludności,,Wrocław,Wrocław,dolnośląskie,51.1600433915896,17.1369695729786,"ul. Zatorska 92, Wrocław",Na żądanie
OZO-4234B3753788,Miejsce ochronne,Obiekt ochrony ludności,,Rawicz,pow. rawicki,wielkopolskie,51.6120709427831,16.8632968463142,"ul. Wały Jarosława Dąbrowskiego 29c, Rawicz",Całodobowa
OZO-1A76639A8C4C,Miejsce ochronne,Obiekt ochrony ludności,,Kobierzyce,pow. wrocławski,dolnośląskie,50.9603181132067,16.8625299075907,"ul. Ogrodowa 3a, Pustków Żurawski",Na żądanie
OZO-BAA57E143B86,Miejsce ochronne,Obiekt ochrony ludności,,Wrocław,Wrocław,dolnośląskie,51.0721575026749,17.0936413272699,"ul. Siemianowicka 3, Wrocław",Na żądanie
OZO-802D3A23605E,Miejsce ochronne,Obiekt ochrony ludności,,Sobótka,pow. wrocławski,dolnośląskie,50.8913590698361,16.7386630276881,"ul. Armii Krajowej 1I, Sobótka",Na żądanie
OZO-11C25CB4B17C,Miejsce ochronne,Obiekt ochrony ludności,,Wrocław,Wrocław,dolnośląskie,51.0763075801274,16.9957141541354,"ul. Gradowa 6, Wrocław",Na żądanie
OZO-5C739C356E41,Miejsce ochronne,Obiekt ochrony ludności,,Wrocław,Wrocław,dolnośląskie,51.1441610477713,16.9641689974483,"ul.Piotra Ignuta 137, Wrocław",Na żądanie
OZO-B59969388386,Miejsce ochronne,Obiekt ochrony ludności,,Żagań,pow. żagański,lubuskie,51.615378165810725,15.33125741885491,"ul. Bolesława Prusa 6, Żagań",Na żądanie
OZO-E742AFE546BD,Miejsce ochronne,Obiekt ochrony ludności,,Wrocław,Wrocław,dolnośląskie,51.1230643115254,16.9900082162047,"ul. Legnicka 55f, Wrocław",Na żądanie
OZO-18633BC39A5C,Miejsce ochronne,Obiekt ochrony ludności,,Wrocław,Wrocław,dolnośląskie,51.119176204787,17.0110567019726,"ul. Litomska 25, Wrocław",Na żądanie
OZO-C3D9AD75602B,Miejsce ochronne,Obiekt ochrony ludności,,Wrocław,Wrocław,dolnośląskie,51.1464772076735,16.9863805812639,"ul. Osobowicka 143, Wrocław",Na żądanie
OZO-5010AF67EB2E,Miejsce ochronne,Obiekt ochrony ludności,,Szprotawa,pow. żagański,lubuskie,51.65935313524149,15.532779862787944,"22/4, Siecieborzyce",Na żądanie
OZO-5E0DFA1F87B9,Miejsce ochronne,Obiekt ochrony ludności,,Wrocław,Wrocław,dolnośląskie,51.11250183,17.12071183,"ul.Ferdynanda Magellana 51, Wrocław",Na żądanie
OZO-42C3F3019AB0,Miejsce ochronne,Obiekt ochrony ludności,,Lubomierz,pow. lwówecki,dolnośląskie,51.0108381,15.5094594,"ul. Fryderyka Chopina 9, Lubomierz",Na żądanie
OZO-F8A855A28899,Miejsce ochronne,Obiekt ochrony ludności,,Borów,pow. strzeliński,dolnośląskie,50.85967827328877,16.97300791740418,"20, Mańczyce",Na żądanie
OZO-AEBBD53180D0,Miejsce ochronne,Obiekt ochrony ludności,,Przeworno,pow. strzeliński,dolnośląskie,50.6887287208374,17.1620223817369,"ul. Szkolna 14B, Przeworno",Na żądanie
OZO-24E01AE1304E,Miejsce ochronne,Obiekt ochrony ludności,,Strzelin,pow. strzeliński,dolnośląskie,50.73817640984074,17.031801939010624,"12, Szczodrowice",Na żądanie
OZO-594C7AFEBBED,Miejsce ochronne,Obiekt ochrony ludności,,Kondratowice,pow. strzeliński,dolnośląskie,50.7733606562173,16.9352450721051,"ul. Nowa 8, Kondratowice",Na żądanie
OZO-1A04D45487B5,Miejsce ochronne,Obiekt ochrony ludności,,Przeworno,pow. strzeliński,dolnośląskie,50.6858031240901,17.1662287790055,"ul. Pocztowa 6, Przeworno",Na żądanie
OZO-11B5656246B1,Miejsce ochronne,Obiekt ochrony ludności,,Nowe Miasteczko,pow. nowosolski,lubuskie,51.6834667389371,15.6338222595543,"57L, Borów Wielki",Na żądanie
OZO-5DA24B37258B,Miejsce ochronne,Obiekt ochrony ludności,,Strzelin,pow. strzeliński,dolnośląskie,50.79847424,17.13622708,"15, Częszyce",Na żądanie
OZO-7C537B8E4D1B,Miejsce ochronne,Obiekt ochrony ludności,,Skoroszyce,pow. nyski,opolskie,50.623230564373024,17.371859828799895,"os. Osiedle Tumbewa 27, Chróścina",Na żądanie
OZO-06038F42573E,Miejsce ochronne,Obiekt ochrony ludności,,Strzelin,pow. strzeliński,dolnośląskie,50.79825153,17.13667889,"15A, Częszyce",Na żądanie
OZO-51B772B95205,Miejsce ochronne,Obiekt ochrony ludności,,Strzelin,pow. strzeliński,dolnośląskie,50.7811733375616,17.0730212603649,"ul. Kościelna 3, Strzelin",Na żądanie
OZO-D0108A62B4B0,Miejsce ochronne,Obiekt ochrony ludności,,Strzelin,pow. strzeliński,dolnośląskie,50.7894626552288,17.0757096303082,"ul. Gen. Grota Roweckiego 48B, Strzelin",Na żądanie
OZO-D5E511A2493A,Miejsce ochronne,Obiekt ochrony ludności,,Wiązów,pow. strzeliński,dolnośląskie,50.774928804463,17.1560053245803,"62, Wyszonowice",Na żądanie
OZO-5C6915A111FF,Miejsce ochronne,Obiekt ochrony ludności,,Zgorzelec,pow. zgorzelecki,dolnośląskie,51.1568023068787,14.99768973016,"ul. Bartolomeo Scultetusa 10, Zgorzelec",Na żądanie
OZO-7C189D4DD27C,Miejsce ochronne,Obiekt ochrony ludności,,Przeworno,pow. strzeliński,dolnośląskie,50.6696331333235,17.1637039541067,"55, Cierpice",Na żądanie
OZO-453C827E9223,Miejsce ochronne,Obiekt ochrony ludności,,Wiązów,pow. strzeliński,dolnośląskie,50.8211546143295,17.1907861144,"ul. Biskupicka 9, Wiązów",Na żądanie
OZO-88B8C855919D,Miejsce ochronne,Obiekt ochrony ludności,,Nowa Sól,pow. nowosolski,lubuskie,51.80308684,15.69079706,"os. Osiedle Konstytucji 3 Maja 22, Nowa Sól",Na żądanie
OZO-2BDB0DD9F45D,Miejsce ochronne,Obiekt ochrony ludności,,Rawicz,pow. rawicki,wielkopolskie,51.6066579295353,16.8566444780941,"ul. Grunwaldzka 54, Rawicz",Na żądanie
OZO-76753BC08ECD,Miejsce ochronne,Obiekt ochrony ludności,,Chojnów,pow. legnicki,dolnośląskie,51.272279832531176,15.929250446202696,"ul. Reymonta Władysława 1, Chojnów",Określone godziny
OZO-90A9F9A0BE46,Miejsce ochronne,Obiekt ochrony ludności,,Nowa Sól,pow. nowosolski,lubuskie,51.80332256,15.69151705,"os. Osiedle Konstytucji 3 Maja 21, Nowa Sól",Na żądanie
OZO-2A1C2DFB8468,Miejsce ochronne,Obiekt ochrony ludności,,Rawicz,pow. rawicki,wielkopolskie,51.6074041690728,16.8566964215583,"ul. Grunwaldzka 34, Rawicz",Na żądanie
OZO-72F2D5712D8C,Miejsce ochronne,Obiekt ochrony ludności,,Rawicz,pow. rawicki,wielkopolskie,51.6085508910371,16.8539944555862,"ul. Marii Konopnickiej 23, Rawicz",Całodobowa
OZO-0357AAD1A77C,Miejsce ochronne,Obiekt ochrony ludności,,Rawicz,pow. rawicki,wielkopolskie,51.6078391762326,16.8568485326151,"ul. Grunwaldzka 22, Rawicz",Na żądanie
OZO-67ABADE420B7,Miejsce ochronne,Obiekt ochrony ludności,,Brzeg,pow. brzeski,opolskie,50.85812765,17.47571313,"ul. Mossora Sergiusza 4, Brzeg",Określone godziny
OZO-A6FB17132358,Miejsce ochronne,Obiekt ochrony ludności,,Zielona Góra,Zielona Góra,lubuskie,51.93431366,15.50679111,"ul. Sikorskiego Generała Władysława 38, Zielona Góra",Na żądanie
OZO-696B716AFEA0,Miejsce ochronne,Obiekt ochrony ludności,,Skoroszyce,pow. nyski,opolskie,50.623783253586566,17.36998558044434,"os. Osiedle Tumbewa 12, Chróścina",Na żądanie
OZO-ABC14FD8DF5A,Miejsce ochronne,Obiekt ochrony ludności,,Wojcieszów,pow. złotoryjski,dolnośląskie,50.95226162,15.92127329,"ul. Bolesława Chrobrego 105, Wojcieszów",Określone godziny
OZO-73868CEE5CF4,Miejsce ochronne,Obiekt ochrony ludności,,Rawicz,pow. rawicki,wielkopolskie,51.6086799379479,16.8554769628008,"ul. Marii Konopnickiej 12, Rawicz",Całodobowa
OZO-AAC09DBE6AF9,Miejsce ochronne,Obiekt ochrony ludności,,Wądroże Wielkie,pow. jaworski,dolnośląskie,51.11225721,16.33007477,"175, Wądroże Wielkie",Określone godziny
OZO-B66B9A3B11D5,Miejsce ochronne,Obiekt ochrony ludności,,Gromadka,pow. bolesławiecki,dolnośląskie,51.3562633667372,15.7630796078593,"ul. Szkolna 22, Gromadka",Całodobowa
OZO-1FF0E5998583,Miejsce ochronne,Obiekt ochrony ludności,,Udanin,pow. średzki,dolnośląskie,51.08687342,16.49862057,"ul. Kolejowa 4A, Ujazd Górny",Na żądanie
OZO-1896525D8F15,Miejsce ochronne,Obiekt ochrony ludności,,Mława,pow. mławski,mazowieckie,53.11010204189729,20.383851081132892,"ul. Warszawska 9, Mława",Na żądanie
OZO-F65BEF3FBB4C,Miejsce ochronne,Obiekt ochrony ludności,,Nowogrodziec,pow. bolesławiecki,dolnośląskie,51.2598744987709,15.4060337975716,"26a, Nowa Wieś",Na żądanie
OZO-C7FDF91AD0D9,Miejsce ochronne,Obiekt ochrony ludności,,Nowa Sól,pow. nowosolski,lubuskie,51.80457214,15.69269363,"os. Osiedle Konstytucji 3 Maja 26, Nowa Sól",Na żądanie
OZO-2A73106250CF,Miejsce ochronne,Obiekt ochrony ludności,,Szczawno-Zdrój,pow. wałbrzyski,dolnośląskie,50.7973853713076,16.2376580158013,"ul. Baczyńskiego Krzysztofa Kamila 15, Szczawno-Zdrój",Na żądanie
OZO-048A5DD50F77,Miejsce ochronne,Obiekt ochrony ludności,,Ząbkowice Śląskie,pow. ząbkowicki,dolnośląskie,50.59114534,16.83215424,"ul. Jasna 48, Ząbkowice Śląskie",Całodobowa
OZO-F267FCBCFFAB,Miejsce ochronne,Obiekt ochrony ludności,,Pieńsk,pow. zgorzelecki,dolnośląskie,51.250211839215,15.0440563238431,"ul. Partyzantów 3, Pieńsk",Na żądanie
OZO-B3B66DC43768,Miejsce ochronne,Obiekt ochrony ludności,,Rawicz,pow. rawicki,wielkopolskie,51.60853180272952,16.854912059127408,"ul. Konopnickiej Marii 17, Rawicz",Na żądanie
OZO-4455B01594FA,Miejsce ochronne,Obiekt ochrony ludności,,Wałbrzych,Wałbrzych,dolnośląskie,50.7442417818707,16.2665086128335,"ul. Stanisława Moniuszki 118, Wałbrzych",Określone godziny
OZO-8F67DAFF7920,Miejsce ochronne,Obiekt ochrony ludności,,Wojcieszów,pow. złotoryjski,dolnośląskie,50.9457583171063,15.9252381771455,"ul. Bolesława Chrobrego 50, Wojcieszów",Określone godziny
OZO-FCF5585E6D1F,Miejsce ochronne,Obiekt ochrony ludności,,Świdnica,pow. świdnicki,dolnośląskie,50.8387167509698,16.4724068214736,"ul. Jałowcowa 3, Świdnica",Na żądanie
OZO-74397685EB68,Miejsce ochronne,Obiekt ochrony ludności,,Gostyń,pow. gostyński,wielkopolskie,51.855305876712,16.9457423594027,"23, Czajkowo",Całodobowa
OZO-5F6230882028,Miejsce ochronne,Obiekt ochrony ludności,,Rawicz,pow. rawicki,wielkopolskie,51.6071827196088,16.8613114301269,"ul. Karola Marcinkowskiego 3, Rawicz",Na żądanie
OZO-3F6D8AAFE690,Miejsce ochronne,Obiekt ochrony ludności,,Wądroże Wielkie,pow. jaworski,dolnośląskie,51.09035547663648,16.418381820579118,"91, Budziszów Wielki",Całodobowa
OZO-C49F7E7CA26A,Miejsce ochronne,Obiekt ochrony ludności,,Lubomierz,pow. lwówecki,dolnośląskie,51.0128988301696,15.5144313678048,"ul. Jeleniogórska 5, Lubomierz",Na żądanie
OZO-4A94A86AF26B,Miejsce ochronne,Obiekt ochrony ludności,,Lubań,pow. lubański,dolnośląskie,51.11347399,15.29048263,"ul. Gazowa 2, Lubań",Na żądanie
OZO-5C0D56A89EDD,Miejsce ochronne,Obiekt ochrony ludności,,Trzebnica,pow. trzebnicki,dolnośląskie,51.30743833749722,17.068802414612183,"ul. Oleśnicka 1, Trzebnica",Na żądanie
OZO-92515D1EE588,Miejsce ochronne,Obiekt ochrony ludności,,Borów,pow. strzeliński,dolnośląskie,50.85978493649988,16.973131299018863,"21, Mańczyce",Na żądanie
OZO-E0C8348B81C1,Miejsce ochronne,Obiekt ochrony ludności,,Borek Wielkopolski,pow. gostyński,wielkopolskie,51.9427610364218,17.2238176829313,"10, Jeżewo",Całodobowa
OZO-32EDAD7C829D,Miejsce ochronne,Obiekt ochrony ludności,,Środa Śląska,pow. średzki,dolnośląskie,51.1627505,16.59260051,"ul. Świdnicka 22, Środa Śląska",Na żądanie
OZO-7E45C27CCBFA,Miejsce ochronne,Obiekt ochrony ludności,,Borek Wielkopolski,pow. gostyński,wielkopolskie,51.915596079168324,17.24022935339927,"ul. Powstańców Wielkopolskich 1, Borek Wielkopolski",Całodobowa
OZO-A6ED014CC3D2,Miejsce ochronne,Obiekt ochrony ludności,,Zawidów,pow. zgorzelecki,dolnośląskie,51.0259587555313,15.0608424260564,"ul. Cypriana Kamila Norwida 4, Zawidów",Na żądanie
OZO-ADDEEE3E5DA2,Miejsce ochronne,Obiekt ochrony ludności,,Kondratowice,pow. strzeliński,dolnośląskie,50.77329081611418,16.9345235824585,"ul. Nowa 4, Kondratowice",Na żądanie
OZO-BEE15C37D8E8,Miejsce ochronne,Obiekt ochrony ludności,,Wrocław,Wrocław,dolnośląskie,51.14354852,16.87668616,"ul. Wielkopolska 72, Wrocław",Na żądanie
OZO-DEC293C7CC49,Miejsce ochronne,Obiekt ochrony ludności,,Udanin,pow. średzki,dolnośląskie,51.08707994,16.49878656,"ul. Kolejowa 4B, Ujazd Górny",Na żądanie
OZO-9ADF640FBF47,Miejsce ochronne,Obiekt ochrony ludności,,Leszno,Leszno,wielkopolskie,51.844928665104696,16.599966286305765,"ul. Rumuńska 1, Leszno",Na żądanie
OZO-994C9ABC1445,Miejsce ochronne,Obiekt ochrony ludności,,Nowa Sól,pow. nowosolski,lubuskie,51.80414896,15.69262793,"os. Osiedle Konstytucji 3 Maja 24, Nowa Sól",Na żądanie
OZO-4CB757F38BFB,Miejsce ochronne,Obiekt ochrony ludności,,Krynica-Zdrój,pow. nowosądecki,małopolskie,49.40581452,20.95977205,"ul. Źródlana 43, Krynica-Zdrój",Całodobowa
OZO-8769EA3E022E,Miejsce ochronne,Obiekt ochrony ludności,,Otmuchów,pow. nyski,opolskie,50.47121258931281,17.170202583074573,"ul. Jagiełły 42, Otmuchów",Całodobowa
OZO-AFFB4845BAAB,Miejsce ochronne,Obiekt ochrony ludności,,Otmuchów,pow. nyski,opolskie,50.47090701126946,17.17015698552132,"ul. Jagiełły 46, Otmuchów",Całodobowa
OZO-E22B35921B60,Miejsce ochronne,Obiekt ochrony ludności,,Nowa Sól,pow. nowosolski,lubuskie,51.8085930959129,15.7050623321407,"ul. Staszica 1a, Nowa Sól",Na żądanie
OZO-9234F8111E69,Miejsce ochronne,Obiekt ochrony ludności,,Żagań,pow. żagański,lubuskie,51.6642362015484,15.353576076414,"63D, Dzietrzychowice",Na żądanie
OZO-791ABB925D1C,Miejsce ochronne,Obiekt ochrony ludności,,Jelcz-Laskowice,pow. oławski,dolnośląskie,51.03065536,17.33122346,"ul. Grabskiego Władysława 32B, Jelcz-Laskowice",Na żądanie
OZO-1668EAE17530,Miejsce ochronne,Obiekt ochrony ludności,,Kożuchów,pow. nowosolski,lubuskie,51.7427113566824,15.5954308512364,"ul. Chopina 16, Kożuchów",Na żądanie
